timestamp,junction_location,day_of_week,hour,road_type,number_of_lanes,traffic_signals_count,large_vehicles_count,temperature,humidity,rainfall,weather_conditions,nearby_landmarks,event_indicator,traffic_demand
2026-01-01 02:00:00,Junction_A,Thursday,2,Commercial,3,1,12,28.64,49.3,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2573
2026-01-01 22:00:00,Metro_Road,Tuesday,22,Highway,4,4,22,30.79,70.41,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3363
2026-01-01 07:00:00,School_Zone,Saturday,7,Commercial,3,1,10,31.47,38.59,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,3480
2026-01-01 16:00:00,Junction_B,Thursday,16,Highway,5,3,20,30.77,33.8,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3322
2026-01-01 02:00:00,Market_Street,Sunday,2,Commercial,5,2,9,22.54,62.23,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,1,4676
2026-01-02 22:00:00,Junction_A,Sunday,22,Commercial,3,0,12,23.0,56.98,0.35,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,2840
2026-01-02 11:00:00,Metro_Road,Tuesday,11,Urban,3,3,6,38.22,56.91,0.12,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,2648
2026-01-02 06:00:00,Junction_A,Thursday,6,Highway,4,1,21,19.03,42.5,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2771
2026-01-02 15:00:00,Junction_B,Sunday,15,Urban,4,2,11,31.07,67.16,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3219
2026-01-02 11:00:00,Junction_A,Wednesday,11,Urban,2,1,8,23.28,70.87,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,1721
2026-01-02 20:00:00,Highway_Entry,Tuesday,20,Residential,2,1,9,27.22,67.43,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,3111
2026-01-02 15:00:00,Junction_B,Thursday,15,Urban,5,0,12,25.65,79.43,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2978
2026-01-02 15:00:00,School_Zone,Monday,15,Urban,2,3,11,33.65,58.41,2.83,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2310
2026-01-02 11:00:00,Market_Street,Monday,11,Residential,6,1,9,27.29,65.74,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2823
2026-01-02 05:00:00,School_Zone,Sunday,5,Urban,2,4,9,29.41,54.42,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,1942
2026-01-02 12:00:00,Market_Street,Thursday,12,Highway,4,1,33,28.18,89.91,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3608
2026-01-02 19:00:00,Highway_Entry,Thursday,19,Residential,6,3,8,19.43,81.07,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,4542
2026-01-02 11:00:00,Highway_Entry,Friday,11,Urban,5,3,10,27.66,60.44,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2796
2026-01-02 15:00:00,Junction_A,Sunday,15,Residential,2,3,11,38.08,60.34,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2608
2026-01-02 04:00:00,Market_Street,Monday,4,Commercial,3,4,12,26.53,61.26,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3223
2026-01-02 04:00:00,Junction_A,Sunday,4,Highway,5,1,26,32.24,43.52,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,3212
2026-01-02 16:00:00,Junction_A,Friday,16,Highway,5,4,28,30.71,90.67,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3391
2026-01-02 18:00:00,Highway_Entry,Friday,18,Commercial,3,1,10,28.29,72.67,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3397
2026-01-02 11:00:00,School_Zone,Monday,11,Commercial,2,4,11,34.13,64.49,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,3009
2026-01-02 17:00:00,Junction_B,Tuesday,17,Highway,3,0,30,29.25,48.97,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,3700
2026-01-02 16:00:00,Highway_Entry,Friday,16,Commercial,1,4,8,35.06,59.84,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2012
2026-01-02 15:00:00,Metro_Road,Sunday,15,Highway,3,2,26,39.16,48.38,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3148
2026-01-02 09:00:00,School_Zone,Friday,9,Urban,5,0,10,37.41,97.72,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,1,4643
2026-01-02 23:00:00,Metro_Road,Saturday,23,Residential,6,1,13,28.01,64.67,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3235
2026-01-03 13:00:00,Metro_Road,Wednesday,13,Residential,1,1,9,33.33,69.07,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,1468
2026-01-03 06:00:00,Junction_A,Monday,6,Residential,3,1,13,31.88,63.13,0.5,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2231
2026-01-03 01:00:00,Junction_A,Sunday,1,Commercial,4,1,7,27.06,51.97,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2575
2026-01-03 05:00:00,Market_Street,Saturday,5,Highway,2,2,26,27.81,53.11,2.72,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,1,3897
2026-01-03 16:00:00,School_Zone,Saturday,16,Residential,3,4,13,31.83,74.48,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2774
2026-01-03 11:00:00,Junction_A,Sunday,11,Highway,6,4,25,24.93,58.8,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3629
2026-01-03 04:00:00,Junction_B,Sunday,4,Commercial,1,0,11,32.13,46.81,0.18,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2468
2026-01-03 20:00:00,Junction_A,Wednesday,20,Highway,2,0,30,36.53,69.32,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,4134
2026-01-03 03:00:00,Highway_Entry,Monday,3,Highway,3,2,27,35.01,55.88,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2399
2026-01-03 22:00:00,School_Zone,Tuesday,22,Urban,4,1,6,27.9,65.53,3.37,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2669
2026-01-03 06:00:00,Market_Street,Wednesday,6,Urban,1,1,8,26.7,49.25,1.63,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2407
2026-01-03 14:00:00,Highway_Entry,Friday,14,Urban,4,2,11,24.33,73.35,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2507
2026-01-03 10:00:00,Junction_B,Saturday,10,Commercial,6,3,15,20.11,84.44,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,4574
2026-01-03 03:00:00,Highway_Entry,Friday,3,Commercial,1,2,16,32.63,80.07,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,2559
2026-01-03 13:00:00,School_Zone,Thursday,13,Residential,1,0,7,41.69,69.86,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,1654
2026-01-03 10:00:00,Junction_B,Saturday,10,Residential,2,3,15,17.4,81.05,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,3387
2026-01-03 05:00:00,Junction_A,Friday,5,Urban,3,0,18,25.41,75.59,0.29,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2027
2026-01-03 06:00:00,Highway_Entry,Monday,6,Highway,2,4,27,29.74,50.26,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2692
2026-01-03 17:00:00,School_Zone,Monday,17,Residential,3,2,6,35.94,22.11,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2994
2026-01-03 13:00:00,Market_Street,Tuesday,13,Urban,2,2,10,25.11,76.04,0.3,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,2782
2026-01-03 02:00:00,Junction_A,Wednesday,2,Commercial,5,2,6,27.25,58.56,1.54,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2845
2026-01-03 17:00:00,Junction_A,Tuesday,17,Residential,3,3,14,22.74,39.52,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,3407
2026-01-03 01:00:00,Market_Street,Friday,1,Residential,3,2,10,33.86,61.54,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,1917
2026-01-03 10:00:00,Market_Street,Saturday,10,Highway,1,1,25,26.91,42.67,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3573
2026-01-04 16:00:00,Junction_A,Friday,16,Highway,5,2,26,26.65,69.9,0.18,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2986
2026-01-04 13:00:00,Market_Street,Tuesday,13,Highway,2,4,31,33.03,56.78,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2958
2026-01-04 06:00:00,School_Zone,Wednesday,6,Highway,2,3,19,31.6,60.23,0.79,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2153
2026-01-04 10:00:00,Junction_A,Tuesday,10,Residential,5,0,9,27.33,76.79,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,3369
2026-01-04 07:00:00,Highway_Entry,Sunday,7,Urban,2,0,11,35.43,77.93,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,1,3040
2026-01-04 13:00:00,Highway_Entry,Sunday,13,Residential,6,1,12,29.67,68.7,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2967
2026-01-04 09:00:00,Junction_A,Sunday,9,Highway,4,1,28,21.97,69.52,0.1,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,4259
2026-01-04 12:00:00,Junction_A,Tuesday,12,Commercial,3,1,8,31.43,77.15,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,2738
2026-01-04 11:00:00,Market_Street,Monday,11,Residential,3,0,7,24.97,58.99,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2592
2026-01-04 04:00:00,Junction_A,Monday,4,Urban,4,3,17,32.72,61.48,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2783
2026-01-04 05:00:00,School_Zone,Sunday,5,Commercial,2,3,14,40.55,52.04,5.68,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2883
2026-01-04 08:00:00,Junction_B,Monday,8,Residential,2,0,6,26.35,69.03,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,3209
2026-01-04 16:00:00,Metro_Road,Wednesday,16,Highway,5,2,32,35.89,72.25,2.7,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,3139
2026-01-04 04:00:00,Metro_Road,Wednesday,4,Highway,4,1,18,28.06,35.77,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2487
2026-01-04 07:00:00,School_Zone,Friday,7,Urban,3,4,8,29.76,74.94,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2671
2026-01-04 20:00:00,Market_Street,Tuesday,20,Residential,6,0,6,31.54,48.08,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3974
2026-01-04 03:00:00,School_Zone,Tuesday,3,Urban,4,0,11,27.87,62.05,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,2447
2026-01-04 06:00:00,Junction_A,Tuesday,6,Commercial,5,3,12,30.1,56.73,1.68,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,3071
2026-01-04 11:00:00,Junction_A,Saturday,11,Highway,6,4,24,25.52,61.38,2.3,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,3762
2026-01-04 18:00:00,Junction_B,Wednesday,18,Residential,3,4,14,18.82,36.49,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,3468
2026-01-04 19:00:00,School_Zone,Tuesday,19,Commercial,2,3,13,22.6,75.09,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3565
2026-01-04 02:00:00,Junction_A,Monday,2,Commercial,6,0,13,30.76,76.26,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3247
2026-01-04 23:00:00,Junction_B,Thursday,23,Residential,4,3,9,28.19,41.88,1.09,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2608
2026-01-04 23:00:00,Highway_Entry,Wednesday,23,Urban,2,4,15,31.82,55.22,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,1758
2026-01-05 16:00:00,Junction_A,Thursday,16,Highway,4,1,16,28.98,44.62,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2877
2026-01-05 06:00:00,School_Zone,Tuesday,6,Highway,4,2,32,27.59,53.43,0.13,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2756
2026-01-05 17:00:00,Junction_B,Thursday,17,Commercial,2,3,10,26.1,78.34,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,3973
2026-01-05 11:00:00,Market_Street,Sunday,11,Urban,3,4,7,26.7,97.53,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2834
2026-01-05 11:00:00,School_Zone,Tuesday,11,Highway,3,3,20,22.44,79.98,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,1,3259
2026-01-05 20:00:00,Junction_B,Sunday,20,Urban,4,3,11,30.76,67.75,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,4358
2026-01-05 01:00:00,Junction_B,Sunday,1,Commercial,5,3,9,20.84,53.41,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,3139
2026-01-05 15:00:00,Junction_B,Saturday,15,Commercial,1,0,9,25.57,65.46,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,1758
2026-01-05 06:00:00,Junction_A,Saturday,6,Residential,1,0,13,24.63,37.61,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,1731
2026-01-05 15:00:00,Highway_Entry,Tuesday,15,Highway,4,3,28,33.98,48.7,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2860
2026-01-05 10:00:00,Highway_Entry,Friday,10,Commercial,4,3,10,35.07,60.66,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,3930
2026-01-05 00:00:00,Metro_Road,Sunday,0,Highway,3,1,39,29.26,64.86,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2815
2026-01-05 06:00:00,Metro_Road,Sunday,6,Highway,2,1,20,31.14,30.68,0.17,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2316
2026-01-05 05:00:00,School_Zone,Friday,5,Residential,4,1,15,31.42,75.05,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2724
2026-01-05 20:00:00,Junction_A,Friday,20,Highway,3,0,24,24.05,55.4,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3763
2026-01-05 01:00:00,School_Zone,Friday,1,Highway,5,2,32,27.37,60.33,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2964
2026-01-05 20:00:00,Junction_A,Sunday,20,Commercial,3,0,7,34.86,92.43,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3527
2026-01-05 13:00:00,Junction_B,Tuesday,13,Highway,5,3,23,30.56,109.13,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,3284
2026-01-05 03:00:00,Metro_Road,Sunday,3,Commercial,3,4,7,37.12,66.88,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,3324
2026-01-05 18:00:00,Market_Street,Sunday,18,Urban,3,2,16,30.9,41.04,1.15,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3857
2026-01-05 03:00:00,Junction_B,Saturday,3,Highway,4,1,30,25.98,38.2,0.24,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2468
2026-01-05 03:00:00,Market_Street,Thursday,3,Highway,6,4,32,31.2,65.36,1.2,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3817
2026-01-05 23:00:00,Junction_A,Tuesday,23,Urban,2,3,8,29.88,65.98,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2239
2026-01-05 09:00:00,Junction_B,Monday,9,Urban,2,0,6,32.41,69.87,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2785
2026-01-06 09:00:00,School_Zone,Monday,9,Urban,2,4,12,28.56,100.7,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,3218
2026-01-06 06:00:00,School_Zone,Friday,6,Commercial,1,0,8,37.14,53.27,0.53,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,1870
2026-01-06 02:00:00,School_Zone,Saturday,2,Highway,1,3,27,37.36,68.29,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2330
2026-01-06 15:00:00,Junction_A,Thursday,15,Commercial,2,3,20,24.48,78.37,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2909
2026-01-06 00:00:00,School_Zone,Monday,0,Urban,5,4,13,27.82,56.05,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,3146
2026-01-06 12:00:00,Junction_A,Tuesday,12,Urban,5,1,11,26.96,43.7,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2533
2026-01-06 14:00:00,Market_Street,Saturday,14,Urban,3,4,9,29.13,24.97,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,3261
2026-01-06 13:00:00,Highway_Entry,Monday,13,Residential,6,1,13,26.75,70.05,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2727
2026-01-06 13:00:00,School_Zone,Monday,13,Commercial,3,0,12,25.75,69.95,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2717
2026-01-06 12:00:00,School_Zone,Sunday,12,Commercial,2,1,11,29.27,47.91,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,1,3477
2026-01-06 01:00:00,Junction_A,Tuesday,1,Highway,2,2,19,37.2,60.51,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2651
2026-01-06 00:00:00,Market_Street,Thursday,0,Residential,4,1,9,25.86,51.0,0.23,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2358
2026-01-06 21:00:00,Highway_Entry,Saturday,21,Urban,4,1,7,26.12,23.13,0.36,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2424
2026-01-06 10:00:00,Highway_Entry,Sunday,10,Commercial,2,1,10,28.85,51.7,2.4,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,3899
2026-01-06 09:00:00,Junction_B,Friday,9,Urban,1,0,14,31.33,64.5,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3038
2026-01-06 07:00:00,School_Zone,Wednesday,7,Commercial,5,4,12,35.56,67.5,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3439
2026-01-06 07:00:00,Metro_Road,Monday,7,Urban,3,2,12,24.99,81.48,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,2971
2026-01-06 07:00:00,School_Zone,Tuesday,7,Residential,3,1,7,29.94,76.94,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2194
2026-01-06 17:00:00,Highway_Entry,Tuesday,17,Commercial,5,3,6,36.28,88.99,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,4050
2026-01-06 13:00:00,Junction_B,Thursday,13,Urban,4,2,14,22.59,54.33,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2805
2026-01-06 22:00:00,Junction_A,Sunday,22,Commercial,3,3,3,28.16,66.24,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2742
2026-01-06 14:00:00,Metro_Road,Thursday,14,Highway,4,2,29,28.57,62.46,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,3258
2026-01-06 18:00:00,Highway_Entry,Sunday,18,Highway,2,1,26,30.64,75.5,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,3989
2026-01-06 10:00:00,Junction_B,Monday,10,Urban,5,3,10,26.89,72.8,0.53,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,4279
2026-01-07 16:00:00,School_Zone,Saturday,16,Urban,2,2,9,28.4,68.29,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,2427
2026-01-07 21:00:00,Highway_Entry,Sunday,21,Highway,2,3,25,24.62,39.12,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2962
2026-01-07 22:00:00,Market_Street,Thursday,22,Commercial,2,3,8,37.15,76.35,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",4,0,3163
2026-01-07 18:00:00,Market_Street,Friday,18,Highway,4,2,29,26.53,51.25,0.3,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,3725
2026-01-07 16:00:00,Market_Street,Saturday,16,Commercial,5,2,7,27.25,65.92,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",2,0,3476
2026-01-07 16:00:00,Highway_Entry,Wednesday,16,Residential,2,0,12,32.86,77.49,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,1,2560
2026-01-07 02:00:00,Junction_A,Monday,2,Commercial,2,3,4,25.99,69.03,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,2290
2026-01-07 13:00:00,School_Zone,Tuesday,13,Residential,1,3,11,24.23,84.39,0.8,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,1638
2026-01-07 00:00:00,School_Zone,Wednesday,0,Residential,2,4,7,32.93,48.63,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,1911
2026-01-07 04:00:00,Metro_Road,Monday,4,Residential,2,1,12,25.48,63.2,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,2438
2026-01-07 22:00:00,Junction_A,Monday,22,Commercial,3,1,10,27.52,64.28,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2339
2026-01-07 15:00:00,Highway_Entry,Wednesday,15,Residential,5,1,10,39.05,51.34,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2423
2026-01-07 03:00:00,Market_Street,Saturday,3,Highway,6,1,29,24.13,68.89,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",5,0,3786
2026-01-07 09:00:00,Metro_Road,Thursday,9,Highway,2,4,39,24.39,49.95,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",3,0,3823
2026-01-07 08:00:00,Highway_Entry,Thursday,8,Urban,3,3,8,34.25,41.29,2.73,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,3254
2026-01-07 00:00:00,Highway_Entry,Sunday,0,Commercial,4,2,14,22.58,47.67,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2888
2026-01-07 12:00:00,Highway_Entry,Sunday,12,Urban,6,2,6,24.39,79.61,0.0,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",0,0,2823
2026-01-07 02:00:00,Market_Street,Friday,2,Urban,6,1,13,22.71,69.26,1.71,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2842
2026-01-07 21:00:00,Market_Street,Wednesday,21,Commercial,4,2,6,20.88,64.42,0.11,"['Clear', 'Cloudy', 'Rainy', 'Foggy']",1,0,2810
